source,type,bp_length,phase,gene_id,gene_type,gene_name,level,havana_gene,tag
HAVANA,gene,4578,NA,ENSG00000232367.5,protein_coding,TAP1,2,OTTHUMG00000031337.3,NA
HAVANA,gene,3310,NA,ENSG00000243067.7,protein_coding,PSMB9,2,OTTHUMG00000031585.6,overlapping_locus
HAVANA,gene,4829,NA,ENSG00000234154.10,protein_coding,HLA-DMB,2,OTTHUMG00000031467.4,overlapping_locus
HAVANA,gene,2675,NA,ENSG00000243719.7,protein_coding,HLA-DMA,2,OTTHUMG00000031464.3,overlapping_locus
HAVANA,gene,6957,NA,ENSG00000234507.9,protein_coding,BRD2,2,OTTHUMG00000031541.5,overlapping_locus
HAVANA,gene,4012,NA,ENSG00000232962.11,protein_coding,HLA-DOA,2,OTTHUMG00000031511.4,NA
HAVANA,gene,5748,NA,ENSG00000224103.7,protein_coding,HLA-DPA1,2,OTTHUMG00000031328.7,NA
HAVANA,gene,2781,NA,ENSG00000230708.10,protein_coding,HLA-DPB1,2,OTTHUMG00000031346.8,overlapping_locus
HAVANA,gene,6740,NA,ENSG00000227801.8,protein_coding,COL11A2,2,OTTHUMG00000031306.4,NA
HAVANA,gene,4089,NA,ENSG00000227322.11,protein_coding,RXRB,2,OTTHUMG00000031596.5,NA
HAVANA,gene,2845,NA,ENSG00000226614.11,protein_coding,SLC39A7,2,OTTHUMG00000031538.4,NA
HAVANA,gene,1171,NA,ENSG00000228712.2,protein_coding,HSD17B8,2,OTTHUMG00000031397.2,NA
HAVANA,gene,1816,NA,ENSG00000226788.3,protein_coding,RING1,2,OTTHUMG00000031576.2,NA
HAVANA,gene,4503,NA,ENSG00000225590.9,protein_coding,VPS52,2,OTTHUMG00000031574.9,NA
HAVANA,gene,1898,NA,ENSG00000235650.6,protein_coding,RPS18,2,OTTHUMG00000031323.4,NA
HAVANA,gene,1694,NA,ENSG00000226936.4,protein_coding,B3GALT4,2,OTTHUMG00000031381.2,NA
HAVANA,gene,3115,NA,ENSG00000204221.11,protein_coding,WDR46,2,OTTHUMG00000031491.4,NA
HAVANA,gene,2953,NA,ENSG00000237335.8,protein_coding,PFDN6,2,OTTHUMG00000031547.3,NA
HAVANA,gene,4541,NA,ENSG00000224841.9,protein_coding,RGL2,2,OTTHUMG00000031342.4,NA
HAVANA,gene,4999,NA,ENSG00000112493.12,protein_coding,TAPBP,2,OTTHUMG00000031360.3,NA
HAVANA,gene,2715,NA,ENSG00000229253.5,protein_coding,ZBTB22,2,OTTHUMG00000031390.4,NA
HAVANA,gene,3666,NA,ENSG00000227046.8,protein_coding,DAXX,2,OTTHUMG00000031504.5,NA
HAVANA,gene,3176,NA,ENSG00000235178.4,protein_coding,ZNF311,2,OTTHUMG00000149018.1,NA
HAVANA,gene,1028,NA,ENSG00000229328.1,protein_coding,OR2W1,2,OTTHUMG00000149017.3,NA
ENSEMBL,gene,414,NA,ENSG00000275606.1,protein_coding,CR388407.1,3,NA,NA
HAVANA,gene,1007,NA,ENSG00000225736.3,protein_coding,OR2B3,2,OTTHUMG00000149019.3,NA
HAVANA,gene,936,NA,ENSG00000229866.1,protein_coding,OR2J3,2,OTTHUMG00000148858.2,NA
HAVANA,gene,1272,NA,ENSG00000232945.4,protein_coding,OR2J2,2,OTTHUMG00000148865.3,NA
HAVANA,gene,966,NA,ENSG00000237777.4,protein_coding,OR14J1,2,OTTHUMG00000148867.2,NA
HAVANA,gene,1069,NA,ENSG00000227446.2,protein_coding,OR12D2,2,OTTHUMG00000148866.2,NA
HAVANA,gene,1672,NA,ENSG00000229412.5,protein_coding,OR10C1,2,OTTHUMG00000148879.3,NA
HAVANA,gene,2011,NA,ENSG00000242022.8,protein_coding,OR12D3,2,OTTHUMG00000148878.1,overlapping_locus
HAVANA,gene,2864,NA,ENSG00000234347.8,protein_coding,OR11A1,2,OTTHUMG00000148873.1,overlapping_locus
HAVANA,gene,3708,NA,ENSG00000232984.8,protein_coding,OR2H1,2,OTTHUMG00000148877.1,NA
HAVANA,gene,1137,NA,ENSG00000228515.3,protein_coding,MAS1L,2,OTTHUMG00000148876.2,NA
HAVANA,gene,990,NA,ENSG00000231968.2,protein_coding,UBD,2,OTTHUMG00000148975.1,overlapping_locus
HAVANA,gene,1584,NA,ENSG00000229680.4,protein_coding,OR2H2,2,OTTHUMG00000148972.1,NA
HAVANA,gene,7011,NA,ENSG00000237112.8,protein_coding,GABBR1,2,OTTHUMG00000148971.1,overlapping_locus
HAVANA,gene,3058,NA,ENSG00000234623.9,protein_coding,MOG,2,OTTHUMG00000148976.2,NA
HAVANA,gene,2149,NA,ENSG00000223852.7,protein_coding,ZFP57,2,OTTHUMG00000148978.1,NA
HAVANA,gene,4340,NA,ENSG00000235220.10,protein_coding,HLA-F,2,OTTHUMG00000148884.3,NA
HAVANA,gene,1763,NA,ENSG00000235346.9,protein_coding,HLA-G,2,OTTHUMG00000149116.2,NA
HAVANA,gene,3155,NA,ENSG00000235657.9,protein_coding,HLA-A,2,OTTHUMG00000148897.1,NA
HAVANA,gene,3672,NA,ENSG00000236949.6,protein_coding,ZNRD1,2,OTTHUMG00000148991.1,ncRNA_host
HAVANA,gene,2538,NA,ENSG00000227720.6,protein_coding,PPP1R11,2,OTTHUMG00000148988.2,NA
HAVANA,gene,2206,NA,ENSG00000235022.8,protein_coding,RNF39,2,OTTHUMG00000148986.1,NA
HAVANA,gene,3537,NA,ENSG00000233573.9,protein_coding,TRIM31,2,OTTHUMG00000148989.1,NA
HAVANA,gene,2497,NA,ENSG00000227458.8,protein_coding,TRIM40,2,OTTHUMG00000148987.1,NA
HAVANA,gene,3546,NA,ENSG00000227472.8,protein_coding,TRIM10,2,OTTHUMG00000148990.1,NA
HAVANA,gene,2515,NA,ENSG00000235960.9,protein_coding,TRIM15,2,OTTHUMG00000148916.2,NA
HAVANA,gene,4377,NA,ENSG00000226060.7,protein_coding,TRIM26,2,OTTHUMG00000149120.3,overlapping_locus
HAVANA,gene,4226,NA,ENSG00000232839.10,protein_coding,TRIM39,2,OTTHUMG00000148931.2,NA
HAVANA,gene,2717,NA,ENSG00000243009.6,protein_coding,RPP21,2,OTTHUMG00000148921.1,NA
HAVANA,gene,2975,NA,ENSG00000229252.6,protein_coding,HLA-E,2,OTTHUMG00000148925.1,NA
HAVANA,gene,8646,NA,ENSG00000229470.9,protein_coding,GNL1,2,OTTHUMG00000149024.2,NA
HAVANA,gene,4281,NA,ENSG00000223887.10,protein_coding,PRR3,2,OTTHUMG00000149025.1,NA
HAVANA,gene,4340,NA,ENSG00000232169.9,protein_coding,ABCF1,2,OTTHUMG00000149028.2,NA
HAVANA,gene,5215,NA,ENSG00000227804.7,protein_coding,PPP1R10,2,OTTHUMG00000149023.1,NA
HAVANA,gene,1888,NA,ENSG00000233813.8,protein_coding,MRPS18B,2,OTTHUMG00000149027.1,NA
HAVANA,gene,4035,NA,ENSG00000229061.8,protein_coding,ATAT1,2,OTTHUMG00000149029.1,overlapping_locus
HAVANA,gene,1863,NA,ENSG00000237012.9,protein_coding,C6orf136,2,OTTHUMG00000148929.1,NA
HAVANA,gene,4008,NA,ENSG00000233418.8,protein_coding,DHX16,2,OTTHUMG00000148944.2,NA
HAVANA,gene,4599,NA,ENSG00000234000.8,protein_coding,PPP1R18,2,OTTHUMG00000148941.1,NA
HAVANA,gene,2045,NA,ENSG00000236843.8,protein_coding,NRM,2,OTTHUMG00000148952.1,NA
HAVANA,gene,8064,NA,ENSG00000225589.9,protein_coding,MDC1,2,OTTHUMG00000148951.2,NA
HAVANA,gene,3359,NA,ENSG00000235067.10,protein_coding,TUBB,2,OTTHUMG00000148943.1,NA
HAVANA,gene,3186,NA,ENSG00000206379.12,protein_coding,FLOT1,2,OTTHUMG00000148942.2,ncRNA_host
HAVANA,gene,1356,NA,ENSG00000227231.3,protein_coding,IER3,2,OTTHUMG00000148950.1,NA
HAVANA,gene,5651,NA,ENSG00000230456.10,protein_coding,DDR1,2,OTTHUMG00000148940.3,NA
HAVANA,gene,2353,NA,ENSG00000226384.10,protein_coding,GTF2H4,2,OTTHUMG00000148946.2,overlapping_locus
HAVANA,gene,8458,NA,ENSG00000230985.9,protein_coding,VARS2,2,OTTHUMG00000148945.2,overlapping_locus
HAVANA,gene,691,NA,ENSG00000225454.2,protein_coding,SFTA2,2,OTTHUMG00000148953.1,NA
HAVANA,gene,3573,NA,ENSG00000232251.5,protein_coding,DPCR1,2,OTTHUMG00000148947.2,NA
HAVANA,gene,3793,NA,ENSG00000237962.5,protein_coding,MUC21,2,OTTHUMG00000148954.1,NA
HAVANA,gene,1140,NA,ENSG00000225543.2,protein_coding,C6orf15,2,OTTHUMG00000148960.1,NA
HAVANA,gene,2536,NA,ENSG00000237123.2,protein_coding,CDSN,2,OTTHUMG00000148963.2,NA
HAVANA,gene,1152,NA,ENSG00000232127.2,protein_coding,PSORS1C2,2,OTTHUMG00000148957.1,NA
HAVANA,gene,4688,NA,ENSG00000233439.8,protein_coding,PSORS1C1,2,OTTHUMG00000148958.1,NA
HAVANA,gene,4556,NA,ENSG00000206355.11,protein_coding,CCHCR1,2,OTTHUMG00000149121.3,NA
HAVANA,gene,3291,NA,ENSG00000233890.6,protein_coding,TCF19,2,OTTHUMG00000149122.2,NA
HAVANA,gene,1880,NA,ENSG00000229094.9,protein_coding,POU5F1,2,OTTHUMG00000148961.2,NA
HAVANA,gene,2569,NA,ENSG00000228299.9,protein_coding,HLA-C,2,OTTHUMG00000148965.4,NA
HAVANA,gene,2683,NA,ENSG00000224378.9,protein_coding,MICB,2,OTTHUMG00000148984.1,NA
HAVANA,gene,955,NA,ENSG00000231975.2,protein_coding,MCCD1,2,OTTHUMG00000148982.1,NA
HAVANA,gene,7212,NA,ENSG00000230624.10,protein_coding,DDX39B,2,OTTHUMG00000149014.4,overlapping_locus
HAVANA,gene,1652,NA,ENSG00000234668.3,protein_coding,ATP6V1G2,2,OTTHUMG00000149009.1,overlapping_locus
HAVANA,gene,1779,NA,ENSG00000236196.8,protein_coding,NFKBIL1,2,OTTHUMG00000148995.2,NA
HAVANA,gene,1737,NA,ENSG00000223919.8,protein_coding,LTA,2,OTTHUMG00000149015.1,NA
HAVANA,gene,1676,NA,ENSG00000228849.3,protein_coding,TNF,2,OTTHUMG00000148993.1,NA
HAVANA,gene,926,NA,ENSG00000236925.7,protein_coding,LTB,2,OTTHUMG00000149004.1,NA
HAVANA,gene,2296,NA,ENSG00000223465.8,protein_coding,LST1,2,OTTHUMG00000148999.2,NA
HAVANA,gene,1212,NA,ENSG00000237103.6,protein_coding,NCR3,2,OTTHUMG00000149003.2,NA
HAVANA,gene,1320,NA,ENSG00000234836.7,protein_coding,AIF1,2,OTTHUMG00000149005.1,NA
HAVANA,gene,9115,NA,ENSG00000231370.9,protein_coding,PRRC2A,2,OTTHUMG00000149000.1,ncRNA_host
HAVANA,gene,5336,NA,ENSG00000227761.10,protein_coding,BAG6,2,OTTHUMG00000149124.3,NA
HAVANA,gene,1237,NA,ENSG00000227567.7,protein_coding,APOM,2,OTTHUMG00000149006.2,NA
HAVANA,gene,2475,NA,ENSG00000228435.2,protein_coding,C6orf47,2,OTTHUMG00000149008.1,NA
HAVANA,gene,3529,NA,ENSG00000233210.6,protein_coding,GPANK1,2,OTTHUMG00000149001.4,NA
HAVANA,gene,3898,NA,ENSG00000230700.9,protein_coding,CSNK2B,2,OTTHUMG00000148994.2,overlapping_locus
HAVANA,gene,1651,NA,ENSG00000258589.6,protein_coding,DADB-127H9.10,2,OTTHUMG00000171229.1,overlapping_locus
HAVANA,gene,2819,NA,ENSG00000244672.4,protein_coding,LY6G5B,2,OTTHUMG00000149123.2,overlapping_locus
HAVANA,gene,2828,NA,ENSG00000226404.9,protein_coding,LY6G5C,2,OTTHUMG00000149007.1,NA
HAVANA,gene,3850,NA,ENSG00000231488.9,protein_coding,ABHD16A,2,OTTHUMG00000149002.2,NA
HAVANA,gene,920,NA,ENSG00000243003.3,protein_coding,LY6G6F,2,OTTHUMG00000149012.1,overlapping_locus
HAVANA,gene,506,NA,ENSG00000237482.8,protein_coding,LY6G6E,2,OTTHUMG00000149013.1,NA
HAVANA,gene,614,NA,ENSG00000234443.9,protein_coding,LY6G6D,2,OTTHUMG00000149126.2,overlapping_locus
HAVANA,gene,1266,NA,ENSG00000259101.1,protein_coding,DADB-110M10.7,2,OTTHUMG00000171228.1,overlapping_locus
HAVANA,gene,1103,NA,ENSG00000228859.2,protein_coding,LY6G6C,2,OTTHUMG00000149016.2,NA
HAVANA,gene,2860,NA,ENSG00000224393.6,protein_coding,MPIG6B,2,OTTHUMG00000149011.1,NA
HAVANA,gene,2538,NA,ENSG00000227317.6,protein_coding,DDAH2,2,OTTHUMG00000149031.2,overlapping_locus
HAVANA,gene,1942,NA,ENSG00000226248.6,protein_coding,CLIC1,2,OTTHUMG00000148998.1,overlapping_locus
HAVANA,gene,5343,NA,ENSG00000230293.11,protein_coding,MSH5,2,OTTHUMG00000149125.4,overlapping_locus
HAVANA,gene,4140,NA,ENSG00000266027.8,protein_coding,MSH5-SAPCD1,2,OTTHUMG00000179487.3,overlapping_locus
HAVANA,gene,1557,NA,ENSG00000227074.11,protein_coding,SAPCD1,2,OTTHUMG00000149030.1,overlapping_locus
HAVANA,gene,3638,NA,ENSG00000230048.8,protein_coding,VWA7,2,OTTHUMG00000148997.1,NA
HAVANA,gene,6081,NA,ENSG00000096171.14,protein_coding,VARS,2,OTTHUMG00000149010.2,ncRNA_host
HAVANA,gene,1119,NA,ENSG00000231502.6,protein_coding,LSM2,2,OTTHUMG00000149034.1,NA
HAVANA,gene,2544,NA,ENSG00000234258.6,protein_coding,HSPA1L,2,OTTHUMG00000149038.1,NA
HAVANA,gene,2483,NA,ENSG00000234475.5,protein_coding,HSPA1A,2,OTTHUMG00000149037.1,NA
HAVANA,gene,2521,NA,ENSG00000231555.4,protein_coding,HSPA1B,2,OTTHUMG00000149035.1,NA
HAVANA,gene,1803,NA,ENSG00000229300.9,protein_coding,C6orf48,2,OTTHUMG00000149033.2,ncRNA_host
HAVANA,gene,4822,NA,ENSG00000234343.6,protein_coding,NEU1,2,OTTHUMG00000149036.2,NA
HAVANA,gene,3369,NA,ENSG00000228263.8,protein_coding,SLC44A4,2,OTTHUMG00000149039.2,NA
HAVANA,gene,7289,NA,ENSG00000227333.8,protein_coding,EHMT2,2,OTTHUMG00000149046.2,NA
HAVANA,gene,1875,NA,ENSG00000234852.2,protein_coding,ZBTB12,2,OTTHUMG00000149042.1,NA
HAVANA,gene,5543,NA,ENSG00000231543.9,protein_coding,C2,2,OTTHUMG00000149041.3,overlapping_locus
HAVANA,gene,4538,NA,ENSG00000241534.9,protein_coding,CFB,2,OTTHUMG00000149098.1,overlapping_locus
HAVANA,gene,2701,NA,ENSG00000206268.11,protein_coding,NELFE,2,OTTHUMG00000149047.2,NA
HAVANA,gene,5561,NA,ENSG00000223493.9,protein_coding,SKIV2L,2,OTTHUMG00000149048.1,NA
HAVANA,gene,2483,NA,ENSG00000236765.6,protein_coding,DXO,2,OTTHUMG00000149043.1,NA
HAVANA,gene,3849,NA,ENSG00000226257.9,protein_coding,STK19,2,OTTHUMG00000149044.2,overlapping_locus
HAVANA,gene,6923,NA,ENSG00000244207.8,protein_coding,C4A,2,OTTHUMG00000149863.1,overlapping_locus
ENSEMBL,gene,69,NA,ENSG00000269167.1,protein_coding,CR753845.1,3,NA,NA
HAVANA,gene,6919,NA,ENSG00000236625.8,protein_coding,C4B,2,OTTHUMG00000149114.1,NA
HAVANA,gene,2637,NA,ENSG00000232414.6,protein_coding,CYP21A2,2,OTTHUMG00000149057.1,NA
HAVANA,gene,15205,NA,ENSG00000231608.9,protein_coding,TNXB,2,OTTHUMG00000149118.3,overlapping_locus
HAVANA,gene,3629,NA,ENSG00000168468.12,protein_coding,ATF6B,2,OTTHUMG00000149127.2,overlapping_locus
HAVANA,gene,1345,NA,ENSG00000224200.2,protein_coding,FKBPL,2,OTTHUMG00000149056.1,NA
HAVANA,gene,4261,NA,ENSG00000225141.9,protein_coding,PRRT1,2,OTTHUMG00000149055.3,NA
HAVANA,gene,2531,NA,ENSG00000228116.9,protein_coding,PPT2,2,OTTHUMG00000149119.4,NA
HAVANA,gene,2308,NA,ENSG00000226892.6,protein_coding,C6orf10,2,OTTHUMG00000149063.1,NA
HAVANA,gene,1470,NA,ENSG00000229741.7,protein_coding,BTNL2,2,OTTHUMG00000149059.3,NA
HAVANA,gene,1280,NA,ENSG00000228987.9,protein_coding,HLA-DRA,2,OTTHUMG00000149060.1,NA
HAVANA,gene,1381,NA,ENSG00000236884.8,protein_coding,HLA-DRB1,2,OTTHUMG00000149068.2,NA
HAVANA,gene,10538,NA,ENSG00000236418.8,protein_coding,HLA-DQA1,2,OTTHUMG00000149069.5,NA
HAVANA,gene,5014,NA,ENSG00000233209.6,protein_coding,HLA-DQB1,2,OTTHUMG00000149067.4,overlapping_locus
HAVANA,gene,1500,NA,ENSG00000223793.7,protein_coding,HLA-DQA2,2,OTTHUMG00000149072.2,NA
HAVANA,gene,2030,NA,ENSG00000228813.9,protein_coding,HLA-DQB2,2,OTTHUMG00000149076.3,NA
HAVANA,gene,1858,NA,ENSG00000243496.6,protein_coding,HLA-DOB,2,OTTHUMG00000149075.3,NA
HAVANA,gene,6212,NA,ENSG00000223481.9,protein_coding,TAP2,2,OTTHUMG00000149079.3,NA
HAVANA,gene,2006,NA,ENSG00000230034.8,protein_coding,PSMB8,2,OTTHUMG00000149080.1,NA
HAVANA,gene,4576,NA,ENSG00000224212.4,protein_coding,TAP1,2,OTTHUMG00000149101.1,NA
HAVANA,gene,3309,NA,ENSG00000240118.7,protein_coding,PSMB9,2,OTTHUMG00000149102.3,overlapping_locus
HAVANA,gene,2144,NA,ENSG00000241394.7,protein_coding,HLA-DMA,2,OTTHUMG00000149104.4,overlapping_locus
HAVANA,gene,4829,NA,ENSG00000226264.10,protein_coding,HLA-DMB,2,OTTHUMG00000149103.2,overlapping_locus
HAVANA,gene,2788,NA,ENSG00000230678.10,protein_coding,BRD2,2,OTTHUMG00000149117.3,NA
HAVANA,gene,4011,NA,ENSG00000235744.11,protein_coding,HLA-DOA,2,OTTHUMG00000149105.3,NA
HAVANA,gene,5748,NA,ENSG00000229685.8,protein_coding,HLA-DPA1,2,OTTHUMG00000149106.3,NA
HAVANA,gene,2791,NA,ENSG00000237710.10,protein_coding,HLA-DPB1,2,OTTHUMG00000149113.1,overlapping_locus
HAVANA,gene,6740,NA,ENSG00000230930.8,protein_coding,COL11A2,2,OTTHUMG00000149078.4,NA
HAVANA,gene,3920,NA,ENSG00000228333.9,protein_coding,RXRB,2,OTTHUMG00000149077.3,NA
HAVANA,gene,2845,NA,ENSG00000229802.11,protein_coding,SLC39A7,2,OTTHUMG00000149082.2,NA
HAVANA,gene,1171,NA,ENSG00000225312.2,protein_coding,HSD17B8,2,OTTHUMG00000149083.1,NA
HAVANA,gene,1818,NA,ENSG00000228520.3,protein_coding,RING1,2,OTTHUMG00000149089.1,NA
HAVANA,gene,4503,NA,ENSG00000228425.9,protein_coding,VPS52,2,OTTHUMG00000149087.1,NA
HAVANA,gene,1898,NA,ENSG00000223367.6,protein_coding,RPS18,2,OTTHUMG00000149084.2,NA
HAVANA,gene,1694,NA,ENSG00000235155.4,protein_coding,B3GALT4,2,OTTHUMG00000149091.1,NA
HAVANA,gene,3115,NA,ENSG00000226916.8,protein_coding,WDR46,2,OTTHUMG00000149090.2,NA
HAVANA,gene,2953,NA,ENSG00000224782.8,protein_coding,PFDN6,2,OTTHUMG00000149092.1,NA
HAVANA,gene,4541,NA,ENSG00000237825.9,protein_coding,RGL2,2,OTTHUMG00000149093.2,NA
HAVANA,gene,4998,NA,ENSG00000236490.9,protein_coding,TAPBP,2,OTTHUMG00000149094.2,NA
HAVANA,gene,2715,NA,ENSG00000227780.5,protein_coding,ZBTB22,2,OTTHUMG00000149095.3,NA
HAVANA,gene,3666,NA,ENSG00000206206.11,protein_coding,DAXX,2,OTTHUMG00000149096.3,NA
HAVANA,gene,1619,NA,ENSG00000237462.10,protein_coding,TRIM27,2,OTTHUMG00000149384.3,NA
HAVANA,gene,466,NA,ENSG00000231041.1,protein_coding,LINC01556,2,OTTHUMG00000149145.1,NA
HAVANA,gene,3176,NA,ENSG00000235589.4,protein_coding,ZNF311,2,OTTHUMG00000149299.1,NA
HAVANA,gene,1028,NA,ENSG00000228652.1,protein_coding,OR2W1,2,OTTHUMG00000149298.3,NA
ENSEMBL,gene,414,NA,ENSG00000277403.1,protein_coding,CR547123.1,3,NA,NA
HAVANA,gene,1007,NA,ENSG00000231319.3,protein_coding,OR2B3,2,OTTHUMG00000149300.3,NA
HAVANA,gene,936,NA,ENSG00000233636.1,protein_coding,OR2J3,2,OTTHUMG00000149137.2,NA
HAVANA,gene,1272,NA,ENSG00000226347.4,protein_coding,OR2J2,2,OTTHUMG00000149144.3,NA
HAVANA,gene,966,NA,ENSG00000234100.4,protein_coding,OR14J1,2,OTTHUMG00000149147.2,NA
HAVANA,gene,1069,NA,ENSG00000233481.4,protein_coding,OR12D2,2,OTTHUMG00000149146.2,NA
HAVANA,gene,1335,NA,ENSG00000243441.6,protein_coding,OR5V1,2,OTTHUMG00000149152.2,overlapping_locus
HAVANA,gene,1672,NA,ENSG00000232397.5,protein_coding,OR10C1,2,OTTHUMG00000149159.3,NA
HAVANA,gene,2011,NA,ENSG00000224487.8,protein_coding,OR12D3,2,OTTHUMG00000149158.1,overlapping_locus
HAVANA,gene,2864,NA,ENSG00000237258.8,protein_coding,OR11A1,2,OTTHUMG00000149153.1,overlapping_locus
HAVANA,gene,3708,NA,ENSG00000224395.8,protein_coding,OR2H1,2,OTTHUMG00000149157.1,NA
HAVANA,gene,1137,NA,ENSG00000228377.3,protein_coding,MAS1L,2,OTTHUMG00000149156.2,NA
HAVANA,gene,990,NA,ENSG00000224654.2,protein_coding,UBD,2,OTTHUMG00000149260.1,overlapping_locus
HAVANA,gene,1584,NA,ENSG00000227044.4,protein_coding,OR2H2,2,OTTHUMG00000149257.1,NA
HAVANA,gene,7011,NA,ENSG00000237051.8,protein_coding,GABBR1,2,OTTHUMG00000149256.1,overlapping_locus
HAVANA,gene,3054,NA,ENSG00000230885.9,protein_coding,MOG,2,OTTHUMG00000149261.1,NA
HAVANA,gene,2149,NA,ENSG00000232099.7,protein_coding,ZFP57,2,OTTHUMG00000149263.1,NA
HAVANA,gene,4340,NA,ENSG00000237508.10,protein_coding,HLA-F,2,OTTHUMG00000149164.3,NA
HAVANA,gene,1763,NA,ENSG00000235680.8,protein_coding,HLA-G,2,OTTHUMG00000149372.2,NA
HAVANA,gene,2708,NA,ENSG00000231834.10,protein_coding,HLA-A,2,OTTHUMG00000149177.2,NA
HAVANA,gene,3669,NA,ENSG00000235176.6,protein_coding,ZNRD1,2,OTTHUMG00000149276.1,ncRNA_host
HAVANA,gene,2421,NA,ENSG00000236560.6,protein_coding,PPP1R11,2,OTTHUMG00000149273.3,NA
HAVANA,gene,2206,NA,ENSG00000237733.8,protein_coding,RNF39,2,OTTHUMG00000149271.1,NA
HAVANA,gene,3537,NA,ENSG00000225130.9,protein_coding,TRIM31,2,OTTHUMG00000149274.1,NA
HAVANA,gene,2497,NA,ENSG00000237046.8,protein_coding,TRIM40,2,OTTHUMG00000149272.1,NA
HAVANA,gene,3546,NA,ENSG00000235025.8,protein_coding,TRIM10,2,OTTHUMG00000149275.1,NA
HAVANA,gene,2515,NA,ENSG00000233599.8,protein_coding,TRIM15,2,OTTHUMG00000149196.2,NA
HAVANA,gene,4378,NA,ENSG00000231002.7,protein_coding,TRIM26,2,OTTHUMG00000149377.3,overlapping_locus
HAVANA,gene,4226,NA,ENSG00000226437.10,protein_coding,TRIM39,2,OTTHUMG00000149211.2,NA
HAVANA,gene,2719,NA,ENSG00000239865.6,protein_coding,RPP21,2,OTTHUMG00000149201.2,NA
HAVANA,gene,2975,NA,ENSG00000236632.5,protein_coding,HLA-E,2,OTTHUMG00000149205.1,NA
HAVANA,gene,8646,NA,ENSG00000232143.9,protein_coding,GNL1,2,OTTHUMG00000149306.2,NA
HAVANA,gene,4281,NA,ENSG00000223766.10,protein_coding,PRR3,2,OTTHUMG00000149307.1,NA
HAVANA,gene,4338,NA,ENSG00000231129.8,protein_coding,ABCF1,2,OTTHUMG00000149310.1,NA
HAVANA,gene,5215,NA,ENSG00000231737.7,protein_coding,PPP1R10,2,OTTHUMG00000149305.1,NA
HAVANA,gene,1888,NA,ENSG00000226111.8,protein_coding,MRPS18B,2,OTTHUMG00000149309.1,NA
HAVANA,gene,4035,NA,ENSG00000235658.8,protein_coding,ATAT1,2,OTTHUMG00000149311.1,overlapping_locus
HAVANA,gene,1863,NA,ENSG00000233164.9,protein_coding,C6orf136,2,OTTHUMG00000149209.1,NA
HAVANA,gene,4008,NA,ENSG00000233049.6,protein_coding,DHX16,2,OTTHUMG00000149223.2,NA
HAVANA,gene,4599,NA,ENSG00000229998.8,protein_coding,PPP1R18,2,OTTHUMG00000149220.1,NA
HAVANA,gene,2045,NA,ENSG00000228867.8,protein_coding,NRM,2,OTTHUMG00000149230.1,NA
HAVANA,gene,8064,NA,ENSG00000228575.9,protein_coding,MDC1,2,OTTHUMG00000149229.2,NA
HAVANA,gene,3359,NA,ENSG00000232575.10,protein_coding,TUBB,2,OTTHUMG00000149222.1,NA
HAVANA,gene,3093,NA,ENSG00000236271.8,protein_coding,FLOT1,2,OTTHUMG00000149221.4,fragmented_locus
HAVANA,gene,1356,NA,ENSG00000230128.3,protein_coding,IER3,2,OTTHUMG00000149228.1,NA
HAVANA,gene,5689,NA,ENSG00000234078.10,protein_coding,DDR1,2,OTTHUMG00000149219.5,NA
HAVANA,gene,2353,NA,ENSG00000233149.10,protein_coding,GTF2H4,2,OTTHUMG00000149225.2,overlapping_locus
HAVANA,gene,8454,NA,ENSG00000223494.9,protein_coding,VARS2,2,OTTHUMG00000149224.2,overlapping_locus
HAVANA,gene,691,NA,ENSG00000230072.2,protein_coding,SFTA2,2,OTTHUMG00000149231.2,NA
HAVANA,gene,3883,NA,ENSG00000223590.5,protein_coding,C6orf205,2,OTTHUMG00000149232.2,NA
HAVANA,gene,1140,NA,ENSG00000231624.2,protein_coding,C6orf15,2,OTTHUMG00000149238.1,NA
HAVANA,gene,2503,NA,ENSG00000237114.2,protein_coding,CDSN,2,OTTHUMG00000149241.2,NA
HAVANA,gene,1152,NA,ENSG00000234605.2,protein_coding,PSORS1C2,2,OTTHUMG00000149235.1,NA
HAVANA,gene,4688,NA,ENSG00000231094.8,protein_coding,PSORS1C1,2,OTTHUMG00000149236.1,NA
HAVANA,gene,4556,NA,ENSG00000223533.8,protein_coding,CCHCR1,2,OTTHUMG00000149378.3,NA
HAVANA,gene,3281,NA,ENSG00000224941.6,protein_coding,TCF19,2,OTTHUMG00000149379.2,NA
HAVANA,gene,1880,NA,ENSG00000230336.9,protein_coding,POU5F1,2,OTTHUMG00000149239.2,NA
ENSEMBL,gene,108,NA,ENSG00000257215.2,protein_coding,CR847794.1,3,NA,NA
HAVANA,gene,2569,NA,ENSG00000237022.10,protein_coding,HLA-C,2,OTTHUMG00000149248.5,NA
HAVANA,gene,2743,NA,ENSG00000224608.10,protein_coding,HLA-B,2,OTTHUMG00000149247.4,NA
HAVANA,gene,3835,NA,ENSG00000235233.9,protein_coding,MICA,2,OTTHUMG00000149254.2,NA
HAVANA,gene,2503,NA,ENSG00000231372.8,protein_coding,MICB,2,OTTHUMG00000149269.2,NA
HAVANA,gene,955,NA,ENSG00000238238.2,protein_coding,MCCD1,2,OTTHUMG00000149267.1,NA
